Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
route,A way or course taken in getting from a starting point to a destination,rota,They took a different route to avoid traffic.,"noun, verb",routes,"path, course",none,"bus route, escape route",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=route&tl=en&client=tw-ob,A2
routine,A sequence of actions regularly followed; a fixed program,rutin,She followed her daily routine.,"noun, adjective",routinely,"schedule, practice","irregularity, disorder","daily routine, workout routine",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=routine&tl=en&client=tw-ob,B1
row,A number of people or things in a more or less straight line,sıra,They sat in the front row.,"noun, verb",rows,"line, series",none,"front row, in a row",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=row&tl=en&client=tw-ob,A1
royal,Having the status of a king or queen or a member of their family,kraliyet,They visited the royal palace.,"adjective, noun",royalty,"regal, kingly","commoner, plebeian","royal family, royal palace",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=royal&tl=en&client=tw-ob,A2
rub,Move one's hand or a cloth repeatedly back and forth on the surface of (something) with firm pressure,ovmak,She rubbed her hands together to warm them up.,"verb, noun","rubs, rubbing, rubbed","scrub, massage",none,"rub gently, rub together",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rub&tl=en&client=tw-ob,A1
rubbish,Waste material; refuse or litter,çöp,He threw the rubbish in the bin.,"noun, verb",rubbishes,"trash, garbage",none,"throw away rubbish, collect rubbish",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rubbish&tl=en&client=tw-ob,B1
rude,Offensively impolite or ill-mannered,kaba,His rude comments upset everyone.,"adjective, noun",rudely,"impolite, disrespectful","polite, respectful","rude behavior, rude remark",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rude&tl=en&client=tw-ob,A1
ruin,"Reduce (a building or place) to a state of decay, collapse, or disintegration",harabe,The ancient city was ruined by the earthquake.,"verb, noun","ruins, ruining, ruined","destroy, devastate","restore, build","ancient ruins, ruins of the castle",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=ruin&tl=en&client=tw-ob,A1
rule,One of a set of explicit or understood regulations or principles governing conduct within a particular activity or sphere,kural,You must follow the school rules.,"noun, verb",rules,"regulation, guideline","disorder, chaos","follow the rules, rule book",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rule&tl=en&client=tw-ob,B1
ruler,A person exercising government or dominion,yönetici,The ruler of the kingdom was wise and just.,"noun, verb",rulers,"leader, monarch","subject, follower","wise ruler, ruler of the kingdom",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=ruler&tl=en&client=tw-ob,A2
rumor,A currently circulating story or report of uncertain or doubtful truth,söylenti,There is a rumor going around about the new manager.,"noun, verb",rumors,"gossip, hearsay","fact, truth","spread a rumor, rumor has it",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rumor&tl=en&client=tw-ob,A2
run,"Move at a speed faster than a walk, never having both or all the feet on the ground at the same time",koşmak,She runs every morning to stay fit.,"verb, noun","runs, running, ran","sprint, jog","walk, stroll","run fast, run a race",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=run&tl=en&client=tw-ob,A1
runner,"A person who runs, especially in a specified way",koşucu,The runner crossed the finish line.,"noun, verb",runners,"athlete, racer",none,"marathon runner, professional runner",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=runner&tl=en&client=tw-ob,A2
running,The action or movement of a runner,koşu,Running is a great way to stay in shape.,"noun, verb",run,"jogging, racing",none,"running shoes, running track",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=running&tl=en&client=tw-ob,B1
rural,"In, relating to, or characteristic of the countryside rather than the town",kırsal,They live in a rural area.,"adjective, noun",rurally,"countryside, pastoral","urban, city","rural area, rural life",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rural&tl=en&client=tw-ob,A2
rush,Move with urgent haste,acele,She rushed to catch the bus.,"verb, noun","rushes, rushing, rushed","hurry, dash","slow, delay","rush hour, rush to",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=rush&tl=en&client=tw-ob,A1
sack,"A large bag made of a strong material such as hessian, thick paper, or plastic, used for storing and carrying goods",çuval,He carried the potatoes in a sack.,"noun, verb",sacks,"bag, pouch",none,"potato sack, sack race",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=sack&tl=en&client=tw-ob,A1
sad,Feeling or showing sorrow; unhappy,üzgün,She felt sad after hearing the news.,"adjective, noun",sadness,"unhappy, sorrowful","happy, joyful","feel sad, sad news",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=sad&tl=en&client=tw-ob,A1
sadly,In a sad manner,üzgünce,He looked at her sadly.,adverb,none,"mournfully, unhappily","happily, joyfully","look sadly, sadly missed",khác,en,/ˈsadli/,https://api.dictionaryapi.dev/media/pronunciations/en/sadly-us.mp3,A2
sadness,The condition or quality of being sad,üzüntü,Her sadness was obvious.,"noun, verb",none,"sorrow, grief","happiness, joy","deep sadness, overwhelming sadness",khác,en,/ˈsædnəs/,https://api.dictionaryapi.dev/media/pronunciations/en/sadness-us.mp3,B1
safe,Protected from or not exposed to danger or risk; not likely to be harmed or lost,güvenli,The children are safe at home.,"adjective, noun",safely,"secure, protected","unsafe, dangerous","safe and sound, safe from",khác,en,/seɪf/,https://api.dictionaryapi.dev/media/pronunciations/en/safe-us.mp3,B1
safety,"The condition of being protected from or unlikely to cause danger, risk, or injury",güvenlik,They ensured the safety of the passengers.,"noun, verb",none,"security, protection","danger, risk","health and safety, ensure safety",trường học,en,/ˈseɪfti/,https://api.dictionaryapi.dev/media/pronunciations/en/safety-us.mp3,A2
sail,"Travel in a boat with sails, especially as a sport or recreation",yelken açmak,They decided to sail around the world.,"verb, noun","sails, sailing, sailed","navigate, cruise","anchor, dock","sail away, sail around",du lịch,en,/seɪl/,https://api.dictionaryapi.dev/media/pronunciations/en/sail-us.mp3,A1
sailing,The action of sailing in a boat,yelken,Sailing is his favorite hobby.,"noun, verb",none,"boating, yachting",none,"sailing club, sailing trip",du lịch,en,/ˈseɪ.lɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/sailing-us.mp3,B1
salary,"A fixed regular payment, typically paid on a monthly or biweekly basis but often expressed as an annual sum, made by an employer to an employee, especially a professional or white-collar worker",maaş,She received her salary at the end of the month.,"noun, verb",salaries,"pay, earnings",none,"monthly salary, annual salary",nghề nghiệp,en,/ˈsælɚi/,https://api.dictionaryapi.dev/media/pronunciations/en/salary-us.mp3,A2
sale,The exchange of a commodity for money; the action of selling something,satış,The sale of the house was completed.,"noun, verb",sales,"deal, transaction",purchase,"for sale, on sale",nghề nghiệp,en,/seɪl/,https://api.dictionaryapi.dev/media/pronunciations/en/sale-us.mp3,A1
salt,A white crystalline substance which gives seawater its characteristic taste and is used for seasoning or preserving food,tuz,He added salt to his food.,"noun, verb",salts,"seasoning, spice",none,"pinch of salt, salt shaker",thức ăn,en,/sɔlt/,https://api.dictionaryapi.dev/media/pronunciations/en/salt-uk.mp3,A1
salty,"Tasting of, containing, or preserved with salt",tuzlu,The soup was too salty.,"adjective, noun",saltily,"briny, saline",sweet,"salty taste, too salty",thức ăn,en,/ˈsɒl.ti/,https://api.dictionaryapi.dev/media/pronunciations/en/salty-au.mp3,A2
same,Identical; not different,aynı,They wore the same dress.,"adjective, noun",sameness,"identical, alike","different, varied","same as, same time",khác,en,/seɪm/,https://api.dictionaryapi.dev/media/pronunciations/en/same-us.mp3,A2
sample,A small part or quantity intended to show what the whole is like,örnek,He took a sample of the soil.,"noun, verb",samples,"specimen, example","whole, entirety","blood sample, sample size",khác,en,/sæːm.pəl/,https://translate.google.com/translate_tts?ie=UTF-8&q=sample&tl=en&client=tw-ob,A2
sand,"A loose granular substance, typically pale yellowish brown, resulting from the erosion of siliceous and other rocks and forming a major constituent of beaches, riverbeds, the seabed, and deserts",kum,The children played in the sand.,"noun, verb",sands,"grit, granules",none,"sand dune, beach sand",du lịch,en,/sænd/,https://api.dictionaryapi.dev/media/pronunciations/en/sand-us.mp3,A1
satisfaction,"Fulfillment of one's wishes, expectations, or needs, or the pleasure derived from this",memnuniyet,He felt a sense of satisfaction after finishing the job.,"noun, verb",satisfactions,"contentment, gratification","dissatisfaction, displeasure","job satisfaction, complete satisfaction",nghề nghiệp,en,/sætɪsˈfækʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/satisfaction-us.mp3,C1
satisfied,Contented; pleased,memnun,She was satisfied with the service.,"adjective, verb","satisfies, satisfying, satisfied","content, pleased","dissatisfied, discontent","fully satisfied, satisfied with",nghề nghiệp,en,/ˈsætɪsfaɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/satisfied-us.mp3,B2
satisfy,"Meet the expectations, needs, or desires of (someone)",tatmin etmek,The food satisfied their hunger.,"verb, noun","satisfies, satisfying, satisfied","fulfill, meet","dissatisfy, displease","satisfy hunger, satisfy needs",thức ăn,en,/ˈsætɪsfaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/satisfy-us.mp3,B1
sauce,A liquid or semi-liquid substance served with food to add moistness and flavor,sos,She added sauce to the pasta.,"noun, verb",sauces,"gravy, dressing",none,"tomato sauce, add sauce",thức ăn,en,/sɔːs/,https://api.dictionaryapi.dev/media/pronunciations/en/sauce-au.mp3,A2
save,Keep safe or rescue (someone or something) from harm or danger,kurtarmak,They worked hard to save the environment.,"verb, noun","saves, saving, saved","rescue, protect","endanger, harm","save money, save time",nghề nghiệp,en,/seɪv/,https://api.dictionaryapi.dev/media/pronunciations/en/save-us.mp3,B1
saving,"An economy of or reduction in money, time, or another resource",tasarruf,They made a saving by buying in bulk.,"noun, verb",savings,"economy, reduction","expenditure, spending","cost saving, saving account",nghề nghiệp,en,/ˈseɪvɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/saving-us.mp3,A2
say,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction",söylemek,She didn't know what to say.,"verb, noun","says, saying, said","speak, state","listen, hear","say something, say hello",nghề nghiệp,en,/seɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/say-us.mp3,A1
scale,An instrument or device used for weighing,ölçek,He stepped on the scale to weigh himself.,"noun, verb",scales,"balance, measure",none,"weighing scale, scale of the problem",khác,en,/skeɪl/,https://api.dictionaryapi.dev/media/pronunciations/en/scale-au.mp3,A2
scare,Cause great fear or nervousness in; frighten,korkutmak,The loud noise scared the children.,"verb, noun","scares, scaring, scared","frighten, alarm","comfort, reassure","scare someone, scare off",khác,en,/skɛə/,https://api.dictionaryapi.dev/media/pronunciations/en/scare-us.mp3,A2
